Id;Info;Author;Text;NO1;NO2;NO3;Emotion
5985;27;jerzy30;waldam2"zdecydowanie lepsze są obietnice bez Pokrycia"Niech oni nam lepiej nic nie naprawiaja, nic nie obiecuja, poradzimy sobie bez nich. Ani ci z PO ani ci Pis tym bardziej. Niech sie .............genialny strateg obiecywal m.in Czwartą ErPe. I gucio. na obietnicach sie tez skonczylo.I dobrze. Komuna juz byla w polsce - bez mala 50 lat. I chwatit.;jerzy30;;;1
5986;27;prochmarny;maaacJarek nie ma poziomuon leci pionowo w dół;prochmarny;;;-2
5987;27;mariusz_1234;@orto.doksJeżeli ci nie pasuje porta GW to idź do swoich wyznawców jedynej słusznej prawdy na niezalezna, albo nasz dziennik. Tam nikt wam nie przeszkadza w informowaniu całego świata o " JEDYNEJ SŁUSZNEJ SPRAWIE" i prześciganiu się w kolejnych teoriach spiskowych."Tam żadne krzyki was nie przekonają, że białe jest białe, a czarne jest czarne..."Od jutra kielnia w rekę i kończyć budowanie 3 000 000 mieszkań, zostało wam jeszcze do wybudowania 2 999 999Aha pozdrowienie od wodza: "Spieprzaj dziadu";mariusz_1234;;;-1
5988;27;waldam2;prochmarnyprzepaść może być po obu stronach. Może tak o 90;waldam2;;;0
5989;27;waldam2;simonhjeśli on gnom to ty masz kamienny mózgNie obrażaj oczytania czytaczy;waldam2;;;-2
5990;27;signal;Typowy pisbolszewik sam kazał lądować a teraz nadaje na Tuska;signal;;;0
5991;27;jerzy30;Ządza i zaslepienie wladzy - pragnienie do niej powrotu po prostu rozklada go.Niech tak dalej czyni.Msciwy psychopata.Sam sie wykonczy.Obledu dostanie, szlag .. .... lub apopleksja.Ciekawe jak te jego przydupasy od kontroli tresci w necie.;jerzy30;;;-1
5992;27;prochmarny;waldam- czekam na zmiany czy zrobi to PO czy ktokolwiekale Prezes wolski zmieni tylko kierunek o 180 stopni - czyli do tyłujestem wierzący - dlatego nie lubię kleru;prochmarny;;;1
5993;27;gdyniek;@orto.doks naprawdę straszny oszołom z Ciebie :DJak mogę być zdrajcą, jak jestem przeszczęśliwy, od kiedy PO wygrało wybory i lubię swój kraj? Przecież tacy jak Ty wiecznie krzyczą, zrzędzą, że im źle, to się po prostu wyprowadźcie i będzie święty spokój!A jak Tobie i Tobie podobnym tak źle, to się weźcie do polityki, zróbcie coś konstruktywnego, i przestańcie pieprzyć, bo się słabo robi.Pójdź pogadaj z Lepperem, na pewno zwolniło się miejsce po Anecie Krawczyk, tylko umyj zęby najpierw, bo Andrzej nie da Ci hapać swojej dzidy na brudno :D;gdyniek;;;-1
5994;27;j.kopycinski;Oj Jaruś, Jaruś - ty najwięcej przynosisz nam wstydu swym zachowaniem. Premier Tusk nie przynosi Polsce wstydu dbając o poprawne stosunki z sąsiadami, a ty się nadymasz i pękniesz . Głupota cię rozsadzi !;j.kopycinski;;;-1
5995;27;waldam2;maaacrazem z Donaldem. A fe;waldam2;;;0
5996;27;simonh;Ten zaciekły z nienawiści gnom nawet nie wie, że jeżeli ktoś tę markę osłabia, to najbardziej właśnie on ze swoimi janczarami;simonh;;;-1
5997;27;simonh;Ten zacikły z nienawiści gnom nawet nie wie, że jeżeli ktoś tę markę osłabia, to najbardziej właśnie on ze swoimi janczarami;simonh;;;-1
5998;27;maaac;@prochmarnyKaczyński nieeeee (chyba by go wywalili za brak poziomu), ale jego mentor Olszewski, a jakże masonem był. :);maaac;;;-1
5999;27;waldam2;prochmarnyjednak jesteś samokrytyczny. Brawooo;waldam2;;;1
6000;27;prochmarny;@waldam2dzienks ziom! :);prochmarny;;;0
6001;27;krzysiek2011;To jest zauważalne na Swiecie! Kaczynski przypomnij co o twoim bracie Kartoflu i o tobie mowili i mowial Smieja sie do tej pory Kartoflu2!;krzysiek2011;;;-1
6002;27;motostart2010;Marka spod znaku Jarka . Dowcip dekady !!!;motostart2010;;;-2
6003;27;maaac;@gdyniekDla mnie niestety Tusk był klasycznym "mniejszym złem". Niestety doskonale pamiętam jak "obraził się" na UW po tym jak jego i jego ludzi "cięto" we wewnątrzpartyjnych wyborach. Cięto zaś dla tego bo złapano młodzież sprzyjającą liberalnemu skrzydłu UW na tworzeniu w lokalnych kołach "martwych dusz" by uzyskać więcej "szabel" w wyborach na wyrzych szczeblach. Pamiętam też jakie bzdury wygadywano w początkach tworzenia PO. Że to nie jest partia, że to tylko "platforma" wymiany poglądów, że partie są be, że z partiami nalezy skończyć. PO w ten sposób bardzo zaszkodziła systemowi partyjnemu w Polsce i otworzyła drogę populistom między innymi z PiSu.Pamiętam również Komorowskiego jako "posła desantowca z Warszawy" jeszcze bodajże w ramach UD. Region z którego posłował miał.... w "głebokim poważaniu" jak to się łądnie mówi. Także i jego zbyt bardzo miłością nie darzę. No ale ten "brak miłości" w porównaniu do moich uczuć wobec Jarosława Kaczyńskiego...... :) Czołgając bym do komisji ciężko chory dotarł byle zagłosować przeciwko Kaczyńskiemu.;maaac;;;-1
6004;27;prochmarny;##;prochmarny;;;0
6005;27;orto.doks;"ta masoneria , to coś takiego jak ty ,,łże ,oszukuje i manipuluje ludźmi dla własnych celów"///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////do @ortodoksczy to znaczy że Jarek jest masonem?bo w sumie pasuje ....;orto.doks;;;-1
6006;27;aolol;panie kaczynski, tak sie smiesznie sklada, ze w tym momencie polska ma bardzo dobra marke na swiecie, wiec o tym kazdy kto ma kontakt z cuzoziemcami. natomiast osoba ktora najbardziej obnizyla polska marke na swiecie byl pan, jak pan byl premerem a pana brat prezydentem, wstyd sie bylo przyznawac do bycia polakiem, bo ludzie zaraz zaczynali ironizowac, smiac sie albo pytac ze zgroza "co sie u was dzieje?" dzisiaj sie pytaja "jak to robicie ze wszedzie jest kryzys a u was nie?"no ale co o polskiej marce w swiecie moze wiedziec czlowiek ktory sie zaczyna jakac z nerwow jak tylko przekroczy granice panstwa polskiego? gadal slepy o kolorach...;aolol;;;-1
6007;27;wuzuwela;JarKacz,tak jak ty z braciszkiem to nikt jeszcze tak imienia Polski w świcie nie nie splamił!Katastrofa Smoleńska to kaczy ślad od początku do końca i to plami Polskę kapitalnie.;wuzuwela;;;-1
6008;27;q3000;Najlepszą marką w świecie jest niewątpliwie J. Kaczyński. Gdzie się nie pojawi tam mamyprzechlapane....;q3000;;;-1
6009;27;gdyniek;@orto.doksIdź stąd :DWyssane z palca bzdury, bo niby jak, nie znając mnie, możesz mi udowodnić, że manipuluję ludźmi dla własnych celów? Faktycznie nie dziwota, że jesteś za powrotem Samoobrony do polityki... cóż, sugeruję się przeprowadzić na Ukrainę, ewentualnie Białoruś, tam znajdziesz szybko polityczny substytut.;gdyniek;;;-1
6010;27;waldam2;prochmarnyAlik - przytul Pana, Pan cierpi ... Gratulacje IIII. Super komentarz;waldam2;;;1
6011;27;orto.doks;mariusz_1234 przed chwilątez to zauważyłem że słabo banujecie // ale człowieku kto by ten portal GW oglądał i te bzdury czytał,gdyby tu nie można było na was poryczeć // no chyba że wasi bracia mośki tu siedzą z własnej woli;orto.doks;;;-1
6012;27;orto.doks;gdyniekta masoneria , to coś takiego jak ty ,,łże ,oszukuje i manipuluje ludźmi dla własnych celówjak chcesz się więcej dowiedzieć to poszukaj w necie ,tylko nie na portalu Agory , bo to podlega pod masonów;orto.doks;;;0
6013;27;mariusz_1234;orto.doksNa tej stronie przynajmniej ktoś wasze bzdury publikuje.A na stronie np. "niezalezla.pl" jest cenzura jak za komuny. CENZOR ma kilka godzin na publikowanie komentarza i żadnego nie przychylnego nie przepuści. To jest dopiero NIEZALEZNOSC, jak za rządów Jarka.;mariusz_1234;;;-1
6014;27;waldam2;jerzy30zdecydowanie lepsze są obietnice bez Pokrycia;waldam2;;;1
6015;27;prochmarny;ortodoksjakiś ty wrażliwy ...no cóż każdy powód do ucieczki dobrya i podatki się nie marnują;prochmarny;;;0
6016;27;gdyniek;@orto.doks Ty ksenofobie i rasisto, jak Ci nie wstyd, że jesteś idiotą?Czyżbyś był jednym z tych, co to uważają, że będą rasistami, bo bycie tolerancyjnym jest trendy, a Ty nie podążasz za modą?:);gdyniek;;;0
6017;27;prochmarny;;prochmarny;;;0
6018;27;waldam2;prochmarnycudo- czara obietnic się przelała. Zapomnieli o kurku do ich relalizacji//////////////////////////////////////////////////////////////////////////////////////////////////////////////////to jest inna sprawa....ja tu artykuł komentuję!vide: mięso sprzedaję!nie przeszkadzaj ! ,);waldam2;;;0
6019;27;gdyniek;@maaac małpka dla Ciebie! :DProstując jednak, ja głosowałem na Tuska, bo miał najlepszy skład jeśli chodzi o kandydatów do Sejmu, postanowiłem, że trochę poczytam ,)Chociaż w każdej partii niestety musi być ktoś pokroju Węgrzyna, ale jest chociażby Zdrojewski, który zrobił dla kultury tak dużo, jak żaden minister wcześniej!Nie wspominając o Bonim, o Przyjaznym Państwie Palikota, który może nie zmienił spektakularnie kraju, aczkolwiek wprowadził kilka fajnych rozwiązań, choćby braku konieczności zakładania działalności gospodarczej w miejscu zameldowania,)A koniec końców, w 2011 roku pewnie będzie koalicja PO-PJN-RPP, i mnie to odpowiada.;gdyniek;;;-1
6020;27;slask383;Qurwa, kaczynski przestan gdakac ciagle o Smolensku,w tej katastrofie zgineli normalni ludzie,oczywiscie nie mam na mysli twojego brata,bo on byl na tyle NIENORMALNY,ze doprowadzil do tego wielkiego BBBBUUUUUUUUUUMMMMM!!!!!!!!!!!!!!;slask383;;;-1
6021;27;jerzy30;Temu prostakowi i psychopacie wydaje sie ze jak bedzie obrazal demokratycznie wybrany rzad i prezydenta to uzyska poparcie.Nic bardziej mylnego.Nawet blog otworzyl.Trumna smolenska juz nie wystarcza w drodze do wladzy.Nawet blog nie pomoze.Ten prostak juz nigdy do wladzy nie powroci.;jerzy30;;;-1
6022;27;puszka-3;@korcia 2000Idealne określenie Kaczyńskiego i jego charakteru.Brawo.;puszka-3;;;0
6023;27;czlowiek.online;@orto.doksczlowiek.online przed chwiląnie podniecaj się tak swoją znajomością piśmienictwaa pozatym ja tu nie muszę być zabawny ,, ważne jest przesłaniea ty chamie ,synu komucha co ludzi gnębił za komuny , a teraz pierwszy w solidarności , możesz mnie w dupe pocałować.......................................................................................................................................................................Kolejny lokalny głupek na forum?,)Jakie masz przesłanie?,)Zgaduje:żadne?Zgadłem?,)Tarzaj się dalej w swoim rynsztoku.Widocznie to lubisz.Nie męcz się z komentarzem.Nie będzie riposty.;czlowiek.online;;;-1
6024;27;waldam2;12345jankainnemu wystarczy,że zejdzie z boiska po 150 obiecanym a niestrzelonym golu;waldam2;;;0
6025;27;prochmarny;Alik - przytul Pana, Pan cierpi ...;prochmarny;;;0
6026;27;david5555;....POLSKA 'MARKA' TO BLIŻNIACY KACZYŃSCY KTÓRZY KOMPROMITOWALI POLSKĘ NA KAŻDYM KROKU- ale ma czelność i tupet , . no nie mogę :-(....;david5555;;;-1
6027;27;waldam2;bhjpodaj namiary, bo mnie mówią o "zielonej wyspie" rechtając jak żabojady;waldam2;;;0
6028;27;gdyniek;@orto.doks co to jest właściwie ta masoneria, możesz zdefiniować?I naprawdę, naucz się wreszcie poprawnie pisać!I dlaczego dla niektórych tylko jedna osoba, czy jedno ugrupowanie jest super extra, a cała reszta to "masoni, żydzi, hołota", itp.?Gdyby tylko Jarek proponował jakieś naprawdę istotne rozwiązania dla Polski, to uwierzcie! Niejedna osoba by zmieniła o nim zdanie i może nawet oddała na niego głos!A tak to dla w miarę trzeźwo myślących ludzi jedyną alternatywą na polskie rządy pozostaje PO, bo pomimo podwyżki VAT, "dżiur" i dużego długu publicznego, powstają jednak i drogi, i całkiem sprawnie idzie budowa stadionów, i bezrobocie trochę spadło, i poprawiła się jakość życia ( tu akurat na własnym i znajomych przykładzie) i przede wszystkim jest spokojniej!No ale dobrze, popiszcie sobie, skoro Wam to jakoś pomoże znieść trud poniedziałkowego dnia ,);gdyniek;;;1
6029;27;12345janka;Przyjemnie posłuchać jak wypowiada się na wszystkie tematy ten najmarniejszy z marnych polityków polskich który nazywa się Jarosław Kaczyński. Biadoli jak stary kawaler który znalazł się domu publicznym i nie wie jak tam ma się zachować.;12345janka;;;-1
6030;27;prochmarny;@rthodoksty też studJowałeś?;prochmarny;;;0
6031;27;bhj;zastanawiam się co za fenomen sprawy, jak tyle czasu i tyle ludzi może zajmować się takimi idiotyzmami. Przecież to nas ośmiesza jak pojade zaq granicę, oni pytają z zaciekawieniem o co chodzi. Czy należy zajmować sie takimi ludźmi który nie uznaje wyboru Prezydenta a więc nas Polaków ma za idiotów. Po co sie tą personą zajmować. H;bhj;;;-1
6032;27;waldam2;prochmarnycudo- czara obietnic się przelała. Zapomnieli o kurku do ich relalizacji;waldam2;;;0
6033;27;mariusz_1234;@korcia2000ale ty masz wiedzę, jak twój wódz. Bierz brony na plecy i w terenA gwoli przypomnienia z tych partii którą wymieniłaś po SLD druga partią która ma najwięcej wspólnego z komuną jest SAMOOBRONA;mariusz_1234;;;0
6034;27;maaac;@gdyniekA wiesz, że pisząc "ugryzłem się w klawiaturę"? Wpierw inaczej użyłem razem z sobą dwóch nazw UB i CBA. Potem pojawiło się czerwone światło - "oceniaj czyny nie ludzi/instytucje" to zawsze bezpieczniejsze.Wiem, że potrzebny był spektakl. Cały PiS i okolice świecie wierzą w siłę propagandy. Im się wydaje, że ludzi można spotami, reklamami, gładkimi słówkami oszukać.Dla tego też ciągle powtarzają jak to się nie udały "cuda Tuska". Do nich za nic nie może dotrzeć, ze wiekszość nas głosowała na Tuska nie dla tego, że on coś obiecywał, ale dla tego że nie jest Kaczyńskim. Propaganda "antycudoTuskowa" więc tylko rozśmiesza, a nie oddziaływuje zniechęcająco do Tuska.;maaac;;;-1
6035;27;waldam2;korcia, 2000 maaacpoproszę o kiedy? z kim i dlaczego w waszym " pańszczyźnianym" życiu;waldam2;;;0
6036;27;czlowiek.online;@citaobscura"Antoni Macierewicz nie musi przepraszać szefa ABW Krzysztofa Bondaryka za nazwanie w 2009 r. "kryminalną sytuacją" pobierania przez Bondaryka pieniędzy od operatora telefonii komórkowej z tytułu zakazu konkurencji - orzekł sąd. Jest to kolejny proces wygrany przez Macierewicza w ostatnich miesiącach, kiedy w oddzielnych sprawach przeprosin od niego domagał b. szef kolegium IPN Andrzej Grajewski oraz koncern ITI. "Oczywiście tej informacji nie ma na gazeta.pl. A teraz odpowiedz sobie odbiorco mediodajni, co by było gdyby Macierewicz przegrał..........................................................................................................................................................................................................................wiadomosci.gazeta.pl/Wiadomosci/1,80271,9143315,Sad__Macierewicz_nie_musi_przepraszac_szefa_ABW.html;czlowiek.online;;;-1
6037;27;prochmarny;Prezes mierzy SWOJĄ M'JARKĄ;prochmarny;;;0
6038;27;moj-kolega;Cel Platformy niby "obywatelskiej" : Prywatyzować,Likwidować,Urzędy mnożyć,Agencje tworzyć,Obiecywać i ludzi kiwać,Państwo i ludzi okradać - nie odpowiadać.W Polsce długi dżiury wszędzie - Polki w Niemczech na "wekendzie"podcierają -służą Niemce,bo w swym kraju nikt ich nie chce.Nie ma wojny,a już Polak niewolnikiem -- coś tu pachnie pażdziernikiem.Ktoś odpowie już niebawem i to będzie po zabawie !;moj-kolega;;;0
6039;27;orto.doks;Lepper został wykopany ,, bo zadużo mowił prawdy która szkodziła złodziejom co terzaz siedzą w sejmie,senacie i rządzie;orto.doks;;;-2
6040;27;maaac;@korcia2000To zjawisko już dawno opisano - "dulszczyzna". Pani Dulska miała do syna nie o to pretensję, że zrobił służącej dziecko, ale że wszyscy się o tym dowiedzą.pl.wikipedia.org/wiki/Dulszczyzna;maaac;;;0
6041;27;czlowiek.online;@orto.dokswykształciuchy z PO studjowali u profesorów byłych PZPRowców ,,temu tacy wyszkoleni i entyligentni ! :))).......................................................................................................................................................................Zastanawiam się ile czasu składałeś to zdanie.Na pewno długo ale..udało się.Mialo być pewnie zabawne ale trochę jakby nie wyszło.To nic.Następnym razem może uda ci się "złożyć" coś mądrzejszego.Próbuj dalej.;czlowiek.online;;;0
6042;27;prochmarny;cannabiczytać nie umiesz czy ci sie nie chce?;prochmarny;;;0
6043;27;ka-wlad;ale nikt nie nazywa teraz prezydenta katroflem. Smiech jest bronia zabójcza- razi jak strzala przebijajaca nadety balon. O premiera Tuska nietrzeba sie martwic- da sobie sam rade i nie będzie leciec do nikogo na skargę.;ka-wlad;;;0
6044;27;gdyniek;@maaac potrzebny był SPEKTAKL ,)Cóż, my tu gadu-gadu, a Jaruś nadal przegrywa :)Chociaż skoro teraz korzysta z internetu, trzeba uważać na słownictwo, by nie być pozwanym!;gdyniek;;;-1
6045;27;brytnej;Polska marke Grabski zastapil swego czasu polskim zlotym - czyzby Kaczynski zamierzal zamiast euro wporowadzac znowu marke? Przed takimi pomyslami radzilbym Tuskowi uciekac najszybciej jak potrafi - a zatem dobrze, ze "zdezerterowal". Zdaje sie, ze "polityka historyczna" zepchnela Kaczynskiego 90 lat wstecz.;brytnej;;;-1
6046;27;waldam2;gdyniekty jesteś tak mądry czy tylko udajesz?;waldam2;;;0
6047;27;maaac;@gdyniekLepper wicepremierem to jeszcze mało. Za używanie specsłużby w celu doprowadzenia do sytuacji, która by skompromitowała Leppera (jakby tego faceta można było jeszcze skompromitować bardziej...) to Kaczyńskim i tym co z nimi współpracowali należy się TS i dożywotnie pozbawienie praw publicznych. Gorsze od czegoś co oni zrobili jest już tylko prawdziwy mord z przyczyn politycznych.Wszystkim miłośnikom panów Kaczyńskich przypominam, że premier mógł go WYWALIĆ skoro pojawiły się choć cienie podejrzeń. Prowokacja CBA w stylu UB nie była potrzebna do tego by się Leppera pozbyć z rządu.;maaac;;;-1
6048;27;bakoy;Śmieszność jest wtedy,gdy ktoś robi z siebie idiotę,a zżyma się na mądralę.Bo niby kto po ciężkich bojach wynegocjował coś z UE a póżniej się bał Rydzyka aby to podpisać? Dość bojów o krzesło w "nasiadówach "Europejskich i gó...arskiego poklepywania po plecach.Dość szwabskich drwin z kartoflanego towarzystwa. Od paru lat idzie ku normalności,a od 10.IV. ten proces nabrał tempa;bakoy;;;0
6049;27;korcia2000;Z wypowiedzi prezesa wynika, że wszystkie polskie błędy należy zamiatać pod dywan, by nie zepsuć "polskiej marki". A swoją drogą - PiS zaczyna przekonywać się do internetu. Żeby tak jeszcze prezes nauczył się obsługiwać komputer....bo ten blog to tylko marka...;korcia2000;;;0
6050;27;maaac;...@cannabinolpl3. Zachowanie wobec Moniki Olejnik - próba zastraszania dziennikarza.4. Idiotyczne opowieści co to mu niby Tusk nie powiedział na temat "prosić to ty sobie możesz". Na szczęście Tusk tematu nie ciągnął.5. Zachowanie wobec byłego prezydenta Jaruzelskiego - dawanie i odbieranie odznaczenia. Tu z kolei godność Rzeczypospolitej i Urzędu Prezydenta uratował Jaruzelski rezygnując z medalu.;maaac;;;0
6051;27;tadjan;najbardziej mnie rozśmieszyli starszą panią Jadwigą, która pewnie nie najlepiej się czuje i możliwe, że zadośćuczynienia nie dożyje, a więc czemu tego nie wykorzystać. Już nie rozumię tego dlaczego starsza pani miałaby dostać zadośćuczynienie że wychowała dwóch matołków, w tym jednego bezwzględnego, który się nie cofnie przed niczym dla swojej idiotycznej walki (brata już wykończył). Widać trumienka starszej pani też mogłaby być pomocna. Ja jej życzę 100 i 200 lat ale za synków powinna się wstydzić i to mocno. Skądś ta nienawiść do wszystkich się w tych bachorach wzięła? raczej z domu.;tadjan;;;0
6052;27;gdyniek;@cannabinolpl :-3 mln mieszkań - przede wszystkim durna obietnica, która nikomu nie była potrzebna, a inna rzecz, że nigdy niedotrzymana, nawet jakby przeliczyć plan Kaczyńskiego (8 lat), a faktyczny stan po 2 latach rządzenia, bodajże zbudowano 300 tys. mieszkań w tym czasie, co jest 1/10, a nie 1/4,-"Jesli mój brat zostanie prezydentem, ja nie będę premierem",-Walka o stołek dla Leszka, na "imprezę", na którą nie był nawet zaproszony,-Szukanie układów, znalezienie tylko jednego wewnątrz swojego ugrupowania,-Anna Fotyga,-"kupowanie" Renaty Beger,-Przejedzenie wzrostu gospodarczego,-Lepper i Giertych wicepremierami,-itd., itp.Naprawdę podobały Ci się rządy PiSu? Co Ci się w nich podobało?!;gdyniek;;;-1
6053;27;maaac;@cannabinolplSłużę przykładami:1. Reakcja na artykuł w niemieckiej gazecie satyrycznej. Zrywanie z tego powodu konferencji międzynarodowych? Próba organizowania procesu?2. Zachowanie prezydenta Kaczyńskiego wobec Tuska witającego sekretarz stanu USA panią Condoleezze Rice. Na śmiechy z kogoś w czasie oficjalnych uroczystości pozwalają sobie tylko uczniowie młodszych klas podstawówki lub osoby, które z powodu dysfunkcji umysłu na tym poziomie pozostały. Niestety tak zachował się nasz Prezydent obrażając w ten sposób i szanownego Gościa i majestat Rzeczypospolitej i swój Urząd.;maaac;;;-1
6054;27;tedj;osiedlowyglupek napisał: "Jak on wie co jest zauważalne na świecie,skoro z domu nawet nie wychodzi? "--------------------------------------------------------------Śledzi w Internecie.;tedj;;;0
6055;27;cannabinolpl;@ gdyniek: sam nie umiesz podać żadnego przykładu? to coś słabe te kompromitacje były;cannabinolpl;;;0
6056;27;gamma360only;Gdyby brunatny Jarek był premierem prawda o smoleńsku wyglądałaby zupełnie inaczej...już jego goebbelsowie propagandy zadbaliby o to...czy on rzeczywiście uważa Polaków za idiotów? Przecież już tej części faktów, które o katastrofie znamy, nie da się "odkręcić"...;gamma360only;;;-1
6057;27;cannabinolpl;i coś jeszcze, szkoda że nie ma opcji edycji postów.poprosiłem o wymienienie mi przykladów kompromitacji braci. sklikaliście to minusami. dlaczego?tak bardzo nie da się nic wymienić?;cannabinolpl;;;0
6058;27;fuzzybear;Szmaciarz !;fuzzybear;;;-3
6059;27;jurek4491;"Nie mamy dostępu do dowodów, do wraku,do sekcji zwłok", a po co przecież nawet nie trzeba prowadzić śledzctwa żeby wiedzieć kto wysłał Lecha Kaczyńskiego do Katynia i co było przyczyną katastrofy, pogoda i nasiski.;jurek4491;;;-1
6060;27;gdyniek;@cannabinolplWygooglaj sobie, bo szkoda naszych palców na te wypociny.;gdyniek;;;0
6061;27;cannabinolpl;@tedj - zauważyłem, POnieważ nie jestem chamem.;cannabinolpl;;;-2
6062;27;tedj;@cannabinolpl: Jakoś moją wypowiedź zauważyłeś. Czyli Twoja teoria padła. Po prostu pouczasz innych, a sam niewiele się różnisz.;tedj;;;0
6063;27;cannabinolpl;"Premier dba o wszystkich ludzi."poprzez podnoszenie VATu, poprzez cyrki na kolei, poprzez obcinanie wszelkich ulg i świadczeń, poprzez kłamstwa o byciu zieloną wyspą i wiele innych. taaaak.czuję się dogłębnie wzruszony dbałością sepleniącego pana premiera za mnie.;cannabinolpl;;;-1
6064;27;takajednaania;To ty Jarosławie Kaczyński jesteś winien bezsensownej śmierci 96 osób.To ty pchałeś swego brata do polityki.To ty wykreowałeś go, wbrew jego woli, na prezydenta RP.To ty kazałeś mu za wszelką cenę lecieć do Smoleńska, bo w wybory były tuż, tuż.To twoje ambicje polityczne spowodowały pojawienie się 96 trumien.Obyś nigdy nie zaznał spokoju.;takajednaania;;;-1
6065;27;j-63;Proponuję przemianowanie "Prawo i Sprawiedliwość " na"Smoleńsk Jest Najważniejszy" !!!Odzwierciedliłoby to faktyczne priorytety tej partii, dla której od 10 m-cy wszystkie inne sprawy takie jak Polska, prawo, sprawiedliwość, gospodarka, itp. praktycznie przestały istnieć!;j-63;;;0
6066;27;cannabinolpl;"POLSKA 'MARKA' TO BLIŻNIACY KACZYŃSCY KTÓRZY KOMPROMITOWALI POLSKĘ GDZIE TYLKO MOGLI"proszę o przykłady tych kompromitacji.;cannabinolpl;;;-1
6067;27;cannabinolpl;cannabinolpl napisał: "wypraszam sobie. dostosowuję się tylko do panującego tutaj POziomu wyznaczanego przez "młodych wykształconych z wielkich miast". "---------------------------------Co za poświęcenie i samozaparcie. Podziwiam. Swoją drogą wydawało mi się, że należy być kulturalnym niezależnie od otoczenia w jakim się przebywa. Ale widocznie odebrałem inne wykształcenie.-----kulturalne wypowiedzi wśród chamstwa pozostają po prostu niezauważone.;cannabinolpl;;;-1
6068;27;david5555;....POLSKA 'MARKA' TO BLIŻNIACY KACZYŃSCY KTÓRZY KOMPROMITOWALI POLSKĘ GDZIE TYLKO MOGLI- ale ma czelność, . no nie mogę....;david5555;;;-1
6069;27;gdyniek;@orto.doks jesteś ograniczonym kretynem. Dla Twojej wiadomości, mój ojciec to były stoczniowiec, a matka zajmuje się opieką starszych ludzi. Poza tym co za różnica, kim moi rodzice są? Wnioskujesz, że jestem synem komucha, bo nie lubię Kaczyńskiego?? Nie zapominaj, że w ostatnich wyborach z listy Twojej ulubionej partii startował Leszek Miller, ale wnioskuję, że to średnio-starszy polityk lewicy :D;gdyniek;;;-1
6070;27;snurfik;Znowu wilk w owczej skórze...ciekawe ilu się nabierze.;snurfik;;;0
6071;27;maaac;Ciekawe rzeczy mówi pan (były) Premier Kaczyński.Do tej pory zawsze uważałem, że honor polskiego munduru plami ten kto się zachowuje niestosownie. Hańbią więc pijacy, ludzie którzy zachowują się niestosownie, którzy łamią prawo, przepisy.Teraz się okazuje, że nie. To nie oni hańbią, a ci co zauwazyli ich niestosowne zachowanie. Więc nie ten winny co na niestosowne zachowanie się godził i człowieka co pod wpływem alkoholu włóczył się po kabinie pilotów promował, ale ten co nie próbował kłamstwami o tym haniebnym zachowaniu zamazac prawdę.;maaac;;;-1
6072;27;taurusgw;"Marka Polski została w ciągu ostatnich dziesięciu miesięcy w najwyższym stopniu zagrożona. (...) obrażani są polscy piloci, także polscy obywatele"kapitan nadzorowany przez generalskiego lizodupca usmiercil na rozkaz kaczego brata blisko 100 osob a my mamy piac peany o bohaterstwie polkich lotnikow....;taurusgw;;;-1
6073;27;emerytka44;Czy nie dość złego Kaczyński zrobił w ojczyżnie?Premier dba o wszystkich ludzi.Dość o tej katastrofie.Wszyscy mamy w rodzinach swoje katastrofy,kogo to obchodzi.Jeżeli mówi Kaczyński wyłączam telewizor.Niech się zajmie jakąś pracą a nie gadaniem.;emerytka44;;;-1
6074;27;frogman;żałosny zakompleksiony frustrat, ktory juz tylko żyje nienawiścią do wszystkich poza sobą.;frogman;;;0
6075;27;osiedlowyglupek;Jak on wie co jest zauważalne na świecie,skoro z domu nawet nie wychodzi?;osiedlowyglupek;;;0
6076;27;sabukan;Prezesie, dlaczego zdezerterowałeś przed odlotem samolotu do Smoleńska? Wszak byłeś na liście pasażerów. Czy nie dlatego, że znałeś, jak nikt inny charakter swego brata i znałeś prognozę pogody? Czyżbyś wiedział czym ta wycieczka się skończy? Jeżeli tak było, dlaczego nic nie zrobiłeś? Chciałeś się po prostu pozbyć konkurenta do fotela prezydenckiego? Lech ci tego nie wybaczy!;sabukan;;;0
6077;27;lidka1313;bardzo szybko pisoskie męty zapomniały że to oni gremialnym chórem wyzywali polskich pilotów od tchórzy, kaczyński znów bezczelnie łże w żywe oczy, bo markę Polski to właśnie on i jego sekta rozmienili na drobne. Niech wreszcie to zero zrozumie że Polacy mają go dosyć i to że dla władzy zrobi on każą podłość już nic mu nie da....;lidka1313;;;-1
6078;27;taurusgw;zamilcz psycholu!!!;taurusgw;;;-3
6079;27;zwyklyglupol;Pomijając sens jego wypowiedzi, smutne jest to ciągłe obracanie się w retoryce wojennej. 'Dezercja"" tu użyta sporo mówi o psychice Jarosława K. On i jemu podobni ludzie najlepiej czują się w klimacie ciągłej wojny i to jest to, co większość ludzi odrzuca, bo na szczęście społeczeństwa są już na takim etapie rozwoju, że wolą pokojowe rozwiązania, mimo, że są często trudniejsze i wymagają więcej czasu. Dziwie się, że jeszcze Jarek nie występuje w mundurze...;zwyklyglupol;;;-1
